"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","provenance_id_rnb","numero_rpls_logement","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_application_dpe","etiquette_dpe","etiquette_ges","type_batiment","annee_construction","periode_construction","type_installation_chauffage","type_installation_ecs","hauteur_sous_plafond","nombre_appartement","nombre_niveau_immeuble","nombre_niveau_logement","typologie_logement","appartement_non_visite","surface_habitable_immeuble","surface_habitable_logement","surface_tertiaire_immeuble","classe_inertie_batiment","classe_altitude","zone_climatique","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","position_logement_dans_immeuble","nom_residence","complement_adresse_batiment","complement_adresse_logement","indicateur_confort_ete","protection_solaire_exterieure","logement_traversant","presence_brasseur_air","inertie_lourde","isolation_toiture","deperditions_enveloppe","deperditions_ponts_thermiques","deperditions_murs","deperditions_planchers_hauts","deperditions_planchers_bas","deperditions_portes","deperditions_baies_vitrees","deperditions_renouvellement_air","qualite_isolation_enveloppe","qualite_isolation_murs","qualite_isolation_plancher_haut_comble_amenage","qualite_isolation_plancher_haut_comble_perdu","qualite_isolation_plancher_haut_toit_terrasse","qualite_isolation_plancher bas","qualite_isolation_menuiseries","ubat_w_par_m2_k","besoin_chauffage","besoin_ecs","besoin_refroidissement","apport_interne_saison_chauffe","apport_interne_saison_froide","apport_solaire_saison_chauffe","apport_solaire_saison_froide","conso_5_usages_ep","conso_5_usages_par_m2_ep","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","conso_5 usages_ef","conso_5 usages_par_m2_ef","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","emission_ges_5_usages","emission_ges_5_usages par_m2","emission_ges_chauffage","emission_ges_ecs","emission_ges_refroidissement","emission_ges_eclairage","emission_ges_auxiliaires","type_energie_n1","conso_5 usages_ef_energie_n1","conso_chauffage_ef_energie_n1","conso_ecs_ef_energie_n1","cout_total_5_usages_energie_n1","cout_chauffage_energie_n1","cout_ecs_energie_n1","emission_ges_5_usages_energie_n1","emission_ges_chauffage_energie_n1","emission_ges_ecs_energie_n1","type_energie_n2","conso_5 usages_ef_energie_n2","conso_chauffage_ef_energie_n2","conso_ecs_ef_energie_n2","cout_total_5_usages_energie_n2","cout_chauffage_energie_n2","cout_ecs_energie_n2","emission_ges_5_usages_energie_n2","emission_ges_chauffage_energie_n2","emission_ges_ecs_energie_n2","type_energie_n3","conso_5_usages_ef_energie_n3","conso_chauffage_ef_energie_n3","conso_ecs_ef_energie_n3","cout_total_5_usages energie_n3","cout_chauffage_energie_n3","cout_ecs_energie_n3","emission_ges_5_usages_energie_n3","emission_ges_chauffage_energie_n3","emission_ges_ecs_energie_n3","cout_total_5_usages","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_energie_principale_chauffage","type_generateur_chauffage_principal","type_installation_chauffage_n1","type_emetteur_installation_chauffage_n1","configuration_installation_chauffage_n1","description_installation_chauffage_n1","conso_chauffage_installation_chauffage_n1","surface_chauffee_installation_chauffage_n1","facteur_couverture_solaire_installation_chauffage_n1","facteur_couverture_solaire_saisi_installation_chauffage_n1","type_generateur_n1_installation_n1","type_energie_generateur_n1_installation_n1","usage_generateur_n1_installation_n1","description_generateur_chauffage_n1_installation_n1","conso_chauffage_generateur_n1_installation_n1","type_generateur_n2_installation_n1","type_energie_generateur_n2_installation_n1","usage_generateur_n2_installation_n1","description_generateur_chauffage_n2_installation_n1","conso_chauffage_generateur_n2_installation_n1","type_installation_chauffage_n2","type_emetteur_installation_chauffage_n2","configuration_installation_chauffage_n2","description_installation_chauffage_n2","conso_chauffage_installation_chauffage_n2","surface_chauffee_installation_chauffage_n2","facteur_couverture_solaire_installation_chauffage_n2","facteur_couverture_solaire_saisi_installation_chauffage_n2","type_generateur_n1_installation_n2","type_energie_generateur_n1_installation_n2","usage_generateur_n1_installation_n2","description_generateur_chauffage_n1_installation_n2","conso_chauffage_generateur_n1_installation_n2","type_generateur_n2_installation_n2","type_energie_generateur_n2_installation_n2","usage_generateur_n2_installation_n2","description_generateur_chauffage_n2_installation_n2","conso_chauffage_generateur_n2_installation_n2","type_energie_principale_ecs","type_generateur_chauffage_principal_ecs","besoin_ecs_batiment","besoin_ecs_logement","type_installation_ecs_n1","configuration_installation_ecs_n1","description_installation_ecs_n1","conso_ef_installation_ecs_n1"," nombre_logements_desservis_par_installation_ecs_n1","surface_habitable_desservie_par_installation_ecs_n1","type_installation_solaire_n1","production_ecs_solaire_installation_n1","facteur_couverture_solaire_n1","facteur_couverture_solaire_saisi_n1","type_generateur_n1_ecs_n1","type_energie_generateur_n1_ecs_n1","usage_generateur_n1_ecs_n1","description_generateur_n1_ecs_n1","volume_stockage_generateur_n1_ecs_n1","cop_generateur_n1_ecs_n1","conso_ef_generateur_n1_ecs_n1","date_installation_generateur_n1_ecs_n1","type_generateur_n2_ecs_n1","type_energie_generateur_n2_ecs_n1","usage_generateur_n2_ecs_n1","description_generateur_n2_ecs_n1","volume_stockage_generateur_n2_ecs_n1","cop_generateur_n2_ecs_n1","conso_ef_generateur_n2_ecs_n1","date_installation_generateur_n2_ecs_n1","type_ventilation","surface_ventilee","ventilation_posterieure_2012","type_generateur_froid","type_energie_climatisation","periode_installation_generateur_froid","description_generateur_froid","surface_climatisee","conso_refroidissement_annuel","categorie_enr","systeme_production_electricite_origine_renouvelable","presence_production_pv","surface_totale_capteurs_pv","nombre_module","production_electricite_pv_kwhep_par_an","electricite_pv_autoconsommee"
"2159E0450128X","2023-11-08","2021-10-04","2021-10-04","2021-10-06","2031-10-03","2159E0447263S",,,,,,"DPE 3CL 2021 méthode logement",1,"dpe appartement individuel","E","E","appartement",1980,"1978-1982","individuel","collectif",2.6,1,1,1,,0,36.7,36.7,,,,,"Rue de la Liberte 59000 Lille",,"Rue de la Liberte","Lille","59000","59350","59","32","59355_1250",700407.5,7059517.56,0.66,"adresse non géocodée ban car aucune correspondance trouvée","132 de la Liberté","Lille",59000,,,,,,,,,,,,,,,,,,,,"très bonne","insuffisante",,,,"très bonne","insuffisante",0.24,,,,,,,,9942.1,270.8,4744.1,5038.4,0,159.6,0,7170.4,195.3,2062.7,5038.4,0,69.4,0,2092.5,57,163,1934.7,0,4.8,0,"Réseau de Chauffage urbain",5038.4,0,5038.4,397,0,397,1934.7,0,1934.7,"Électricité",2132,2062.7,0,609,589,0,167.7,163,0,,,,,,,,,,,1006,589,397,0,20,0,"Électricité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E0813940R","2023-11-08","2021-11-23","2021-11-23","2021-12-01","2031-11-22",,,,,,,"DPE 3CL 2021 méthode logement",1.1,"dpe maison individuelle","E","E","maison",1945,"avant 1948",,,2.5,1,2,2,,0,50.2,50.2,,,,,"101 Boulevard de Strasbourg 59000 Lille","101","Boulevard de Strasbourg","Lille","59000","old 59350",,,"59350_8479_00101",704243.83,7057872.91,0.53,"adresse géocodée ban à l'adresse","101 Boulevard de Strasbourg","Lille",59000,,,,,,,,,,,,,,,,,,,,"bonne","bonne",,,"très bonne","très bonne","bonne",0.54,,,,,,,,13496.5,268.7,9107,3837.2,0,218.3,0,5868,116.8,3959.6,1668.4,0,94.9,0,401.8,8,312.8,108.4,0,6.5,0,"Électricité",5868,3959.6,1668.4,1016,686,289,437.1,312.8,108.4,,,,,,,,,,,,,,,,,,,,,1016,686,289,0,16,0,"Électricité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E0483268N","2023-11-08","2021-10-10","2021-10-10","2021-10-12","2031-10-09",,,,,,,"DPE 3CL 2021 méthode logement",1,"dpe maison individuelle","G","G","maison",1945,"avant 1948",,,3.6,1,1,1,,0,23.6,23.6,,,,,"110 Rue d'Isly 59000 Lille","110","Rue d'Isly","Lille","59000","59350","59","32","59350_4706_00110",702607.25,7058437.96,0.54,"adresse géocodée ban à l'adresse","110 Rue d'Isly","Lille",59000,,,,,,,,,,,,,,,,,,,,"insuffisante","insuffisante",,,,"très bonne","très bonne",1.09,,,,,,,,12961.5,549.4,10721.2,1319.6,0,102.5,490.2,12441.1,527.4,10721.2,1319.6,0,44.6,213.1,3986.7,169,3473.7,506.7,0,3.1,13.6,"Fioul domestique",10721.2,10721.2,0,980,980,0,3473.7,3473.7,0,"Réseau de Chauffage urbain",1319.6,0,1319.6,104,0,104,506.7,0,506.7,"Électricité",400.3,0,0,146,0,0,25.8,0,0,1230,980,104,0,16,78,"Fioul domestique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E0796141C","2023-11-08","2021-11-24","2021-11-24","2021-11-29","2031-11-23","2159E0796048N",,,,,,"DPE 3CL 2021 méthode logement",1.1,"dpe appartement individuel","E","E","appartement",1945,"avant 1948","individuel","individuel",3,1,1,1,,0,34,34,,,,,"135b Rue du Faubourg de Roubaix 59800 Lille","135b","Rue du Faubourg de Roubaix","Lille","59800","old 59350",,,"59350_3316_00135_b",705902.17,7060504.81,0.58,"adresse géocodée ban à l'adresse","135b Rue du Faubourg de Roubaix","Lille",59800,,,,,,,,,,,,,,,,,,,,"insuffisante","moyenne",,,,"insuffisante","bonne",1.1,,,,,,,,9340.5,274.7,5491.5,3181.3,0,147.8,0,4061.1,119.4,2387.6,1383.2,0,64.3,0,272,8,188.6,89.9,0,4.4,0,"Électricité",4061.1,2387.6,1383.2,770,438,254,297.4,188.6,89.9,,,,,,,,,,,,,,,,,,,,,770,438,254,0,12,0,"Électricité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E0153356P","2023-11-08","2021-07-28","2021-07-28","2021-07-29","2031-07-27",,,,,,,"DPE 3CL 2021 méthode logement",1,"dpe maison individuelle","D","D","maison",1961,"1948-1974",,,2.5,1,1,1,,0,56,56,,,,,"5b Rue de Trevise 59000 Lille","5b","Rue de Trevise","Lille","59000","59350","59","32","59350_8749_00005_b",705116.65,7058169.03,0.7,"adresse non géocodée ban car aucune correspondance trouvée","5b Rue de Trevise App 13","Lille",59000,,,,,,,,,,,,,,,,,,,,"insuffisante","insuffisante",,,,"très bonne","moyenne",2.96,,,,,,,,8639.8,154.2,5719.3,1824.4,0,243.4,27.5,8020.3,143.2,5719.3,1824.4,0,105.8,12,1743.4,31.1,1298.3,414.1,0,7.3,0.8,"Gaz naturel",7543.7,5719.3,1824.4,921,698,223,1712.4,1298.3,414.1,"Électricité",476.6,0,0,174,0,0,31,0,0,,,,,,,,,,,1095,698,223,0,39,4,"Gaz naturel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E0293297Y","2024-06-25","2021-09-07","2021-09-08","2021-09-09","2031-09-07",,,,,,,"DPE 3CL 2021 méthode logement",1,"dpe appartement individuel","E","D","appartement",2006,"2006-2012","collectif","collectif",2.7,1,,1,,,,30.7,,"Légère","inférieur à 400m","H1a","Rue Delphin Petit 59800 Lille",,,"Lille","59800","59350","59","32","59350_2347",702784.88,7059459.18,0.7,"adresse géocodée ban à l'adresse","21, rue Delphin PETIT","Lille",59000,0,,,,"Etage : 3 - Porte  : 33",,,,,,,31.7,0,8.7,0,0,3.3,10.4,9.3,"bonne","bonne",,"très bonne",,"très bonne","bonne",0.55,784.1,908.7,0,1194451,0,828678.5,0,8457.4,275,1386.2,3856.2,0,133.5,3081.5,6640.2,216,1386.2,3856.2,0,58,1339.8,1279.8,41,314.7,875.4,0,4,85.7,"Électricité",6640.2,1386.2,3856.2,572,88.1,245,1279.8,314.7,875.4,"Gaz naturel",6640.2,1386.2,3856.2,572,88.1,245,1279.8,314.7,875.4,,,,,,,,,,,572,88.1,245,0,21.1,217.9,"Électricité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E1000888Z","2024-06-25","2021-12-06","2021-12-06","2021-12-28","2031-12-05",,,,,,,"DPE 3CL 2021 méthode logement",2,"dpe appartement individuel","D","D","appartement",1976,"1975-1977","collectif","collectif",2.5,41,5,5,,0,37.5,37.5,,"Lourde","inférieur à 400m","H1a","Rue des Stations 59800 Lille",,"Rue des Stations","Lille","59800","59350","59","32","59350_8449",703279.8,7059053.51,0.71,"adresse non géocodée ban car aucune correspondance trouvée","108 rue des Stations","Lille",59800,,,,,,"moyen",1,0,0,0,0,53.1,2.8,14.4,0,0,5.3,8.8,21.8,"insuffisante","insuffisante",,,,"très bonne","insuffisante",2.1,1748.3,992.3,0,1385590,0,225127.1,0,8630.5,230,3048.4,4433.5,0,163.1,411.9,7981.3,212.8,3048.4,4433.5,0,70.9,179.1,1725.5,46,692,1006.4,0,4.9,11.5,"Gaz naturel",7481.9,6096.8,4433.5,469,191,278,1698.4,692,1006.4,"Électricité",499.4,0,0,114,0,0,32.3,0,0,,,,,,,,,,,583,191,278,0,21,52,"Gaz naturel","Chaudière gaz standard 2001-2015","installation collective","Radiateur bitube sans robinet thermostatique sur réseau collectif eau chaude haute température(sup ou egal 65°C)","Installation de chauffage simple","Emission n°1",3048.4,37.5,,,"Chaudière gaz standard 2001-2015","Gaz naturel","chauffage + ecs","Chaudière gaz standard entre 2001 et 2015",3048.4,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel","Chaudière gaz standard 2001-2015",,,"installation collective","Un seul système d'ECS sans solaire","Générateur mixte (chauffage + ecs)",4433.5,41,37.5,"Non affecté",,,,"Chaudière gaz standard 2001-2015","Gaz naturel","chauffage + ecs",,0,,4433.5,"2010-2014",,,,,,,,,"VMC SF Auto réglable de 1982 à 2000",37.5,0,,,,,,,,"Solaire Photovoltaïque",0,,,0,0
"2159E0702549K","2023-11-08","2021-11-15","2021-11-15","2021-11-17","2031-11-14",,,,,,,"DPE 3CL 2021 méthode logement",1.1,"dpe appartement individuel","D","D","appartement",1994,"1989-2000","collectif","individuel",2.8,50,6,6,,0,56.4,56.4,,,,,"24 Facade de l'Esplanade 59800 Lille","24","Facade de l'Esplanade","Lille","59800","old 59350",,,"59350_3189_00024",703808.22,7060443.26,0.59,"adresse géocodée ban à l'adresse","24 Facade de l'Esplanade","Lille",59800,,,,,,,,,,,,,,,,,,,,"insuffisante","bonne",,,,"très bonne","insuffisante",1.28,,,,,,,,11849.5,210,6251.5,4065,0,245.2,425.3,10983.1,194.7,6251.5,4065,0,106.6,184.9,2368.8,42,1419.1,922.8,0,7.4,11.8,"Gaz naturel",10316.5,12503,4065,846,394,452,2341.9,1419.1,922.8,"Électricité",666.5,0,0,146,0,0,43.2,0,0,,,,,,,,,,,992,394,452,0,31,54,"Gaz naturel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E0441285U","2023-11-08","2021-10-04","2021-10-04","2021-10-05","2031-10-03",,,,,,,"DPE 3CL 2021 méthode logement",1,"dpe maison individuelle","G","G","maison",1961,"1948-1974",,,3.2,1,1,1,,0,40.4,40.4,,,,,"Lille","5","des Vicaires","Lille","59800","59350","59","32","59350",703248.92,7059126.36,0.34,"adresse géocodée ban à l'adresse","5 des Vicaires","Lille",59800,,,,,,,,,,,,,,,,,,,,"insuffisante","insuffisante",,,,"insuffisante","moyenne",0.94,,,,,,,,19220.9,476,14080,3939.2,0,175.5,464.9,16315.2,404,14080,1712.7,0,76.3,202.1,4684.1,116,4561.9,111.3,0,5.3,12.9,"Fioul domestique",14080,14080,0,1287,1287,0,4561.9,4561.9,0,"Électricité",2235.2,0,1712.7,662,0,495,145.1,0,111.3,,,,,,,,,,,1949,1287,495,0,22,74,"Fioul domestique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2159E0068373A","2023-10-26","2021-07-15","2021-07-19","2021-07-20","2031-07-18",,,,,,,"DPE 3CL 2021 méthode logement",1,"dpe appartement individuel","C","A","appartement",1989,"1989-2000","individuel","individuel",2.5,1,,1,,,,49.3,,"Lourde","inférieur à 400m","H1a","Rue Goethe 59000 Lille",,,"Lille","59000","59350","59","32","59355_0807",698959.12,7060637.85,0.68,"adresse géocodée ban à l'adresse","48 rue guet","Lille",59000,0,,,,,,,,,,,59.3,7.6,4.5,0,0,0,18.5,28.7,"insuffisante","bonne",,"très bonne",,"très bonne","moyenne",1.48,1341.6,1137,0,1716504.8,0,1167445.8,0,8034.6,162,2976.1,4090.3,0,214.3,753.9,3493.3,70,1293.9,1778.4,0,93.2,327.8,245.2,4,102.2,115.6,0,6.4,21,"Électricité",3493.3,1293.9,1778.4,871.8,322.9,443.8,245.2,102.2,115.6,,,,,,,,,,,,,,,,,,,,,871.8,322.9,443.8,0,23.3,81.8,"Électricité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non affecté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,
